branch	name	FractionOverlaps	event	final_name
internal_1	CDKN2A	1.0	loss	CDKN2A -
internal_1	TEK	1.0	loss	TEK -
internal_1	LINGO2	1.0	loss	LINGO2 -
internal_1	TAF1L	1.0	loss	TAF1L -
internal_1	DNAJB5	1.0	loss	DNAJB5 -
internal_1	STOML2	1.0	loss	STOML2 -
internal_1	RECK	1.0	loss	RECK -
internal_1	SLC25A51	1.0	loss	SLC25A51 -
internal_1	SHB	1.0	loss	SHB -
internal_1	ZNF658	1.0	loss	ZNF658 -
internal_1	PGM5	1.0	loss	PGM5 -
internal_1	TJP2	1.0	loss	TJP2 -
internal_1	VPS13A	1.0	loss	VPS13A -
internal_1	NTRK2	1.0	loss	NTRK2 -
internal_1	DIRAS2	1.0	loss	DIRAS2 -
internal_1	PTPDC1	1.0	loss	PTPDC1 -
internal_1	NUTM2F	1.0	loss	NUTM2F -
internal_1	PTCH1	1.0	loss	PTCH1 -
internal_1	ZNF367	1.0	loss	ZNF367 -
internal_1	ALDOB	1.0	loss	ALDOB -
internal_1	KLF4	1.0	loss	KLF4 -
internal_1	PTPN3	1.0	loss	PTPN3 -
internal_1	PALM2	1.0	loss	PALM2 -
internal_1	LPAR1	1.0	loss	LPAR1 -
internal_1	OR2K2	1.0	loss	OR2K2 -
internal_1	NDUFA8	1.0	loss	NDUFA8 -
internal_1	RC3H2	1.0	loss	RC3H2 -
internal_1	NR6A1	1.0	loss	NR6A1 -
internal_1	PPP6C	1.0	loss	PPP6C -
internal_1	GAPVD1	1.0	loss	GAPVD1 -
internal_1	STXBP1	1.0	loss	STXBP1 -
internal_1	LCN2	1.0	loss	LCN2 -
internal_1	CIZ1	1.0	loss	CIZ1 -
internal_1	SPTAN1	1.0	loss	SPTAN1 -
internal_1	SH3GLB2	1.0	loss	SH3GLB2 -
internal_1	TOR1A	1.0	loss	TOR1A -
internal_1	GPR107	1.0	loss	GPR107 -
internal_1	FUBP3	1.0	loss	FUBP3 -
internal_1	AK8	1.0	loss	AK8 -
internal_1	GFI1B	1.0	loss	GFI1B -
internal_1	CEL	1.0	loss	CEL -
internal_1	COL5A1	1.0	loss	COL5A1 -
internal_1	NOTCH1	1.0	loss	NOTCH1 -
internal_1	RABL6	1.0	loss	RABL6 -
internal_1	SGCG	1.0	loss	SGCG -
internal_1	TNFRSF19	1.0	loss	TNFRSF19 -
internal_1	MIPEP	1.0	loss	MIPEP -
internal_1	ATP12A	1.0	loss	ATP12A -
internal_1	MYH2	1.0	loss	MYH2 -
internal_1	MAP2K4	1.0	loss	MAP2K4 -
internal_1	NCOR1	1.0	loss	NCOR1 -
internal_1	CCDC144NL	1.0	loss	CCDC144NL -
internal_1	TMEM11	1.0	loss	TMEM11 -
internal_1	CDH2	1.0	loss	CDH2 -
internal_1	TRAPPC8	1.0	loss	TRAPPC8 -
internal_1	KLHL14	1.0	loss	KLHL14 -
internal_1	NOL4	1.0	loss	NOL4 -
internal_1	EPG5	1.0	loss	EPG5 -
internal_1	SMAD2	1.0	loss	SMAD2 -
internal_1	ZBTB7C	1.0	loss	ZBTB7C -
internal_1	SMAD7	1.0	loss	SMAD7 -
internal_1	MBD1	1.0	loss	MBD1 -
internal_1	SMAD4	1.0	loss	SMAD4 -
internal_1	DCC	1.0	loss	DCC -
internal_1	TCF4	1.0	loss	TCF4 -
internal_1	TXNL1	1.0	loss	TXNL1 -
internal_1	WDR7	1.0	loss	WDR7 -
JBLAB-4940	chr1q	0.9946126053193838	gain	1q +
JBLAB-4940	chr6q	0.9149957589221388	gain	6q +
JBLAB-4940	chr8q	0.9856048065334813	gain	8q +
JBLAB-4940	chr9q	1.0	gain	9q +
JBLAB-4940	chr12q	0.9081024740100796	gain	12q +
JBLAB-4940	ARHGAP29	1.0	gain	ARHGAP29 +
JBLAB-4940	DPYD	1.0	gain	DPYD +
JBLAB-4940	OLFM3	1.0	gain	OLFM3 +
JBLAB-4940	COL11A1	1.0	gain	COL11A1 +
JBLAB-4940	AMY2A	1.0	gain	AMY2A +
JBLAB-4940	NTNG1	1.0	gain	NTNG1 +
JBLAB-4940	PRPF38B	1.0	gain	PRPF38B +
JBLAB-4940	GPSM2	1.0	gain	GPSM2 +
JBLAB-4940	WDR47	1.0	gain	WDR47 +
JBLAB-4940	SYPL2	1.0	gain	SYPL2 +
JBLAB-4940	RBM15	1.0	gain	RBM15 +
JBLAB-4940	KCNA10	1.0	gain	KCNA10 +
JBLAB-4940	KCND3	1.0	gain	KCND3 +
JBLAB-4940	AMPD1	1.0	gain	AMPD1 +
JBLAB-4940	NRAS	1.0	gain	NRAS +
JBLAB-4940	CSDE1	1.0	gain	CSDE1 +
JBLAB-4940	CD58	1.0	gain	CD58 +
JBLAB-4940	NOTCH2	1.0	gain	NOTCH2 +
JBLAB-4940	NBPF10	1.0	gain	NBPF10 +
JBLAB-4940	NOTCH2NL	1.0	gain	NOTCH2NL +
JBLAB-4940	BCL9	1.0	gain	BCL9 +
JBLAB-4940	NBPF9	1.0	gain	NBPF9 +
JBLAB-4940	HIST2H2BF	1.0	gain	HIST2H2BF +
JBLAB-4940	CTSK	1.0	gain	CTSK +
JBLAB-4940	SETDB1	1.0	gain	SETDB1 +
JBLAB-4940	MLLT11	1.0	gain	MLLT11 +
JBLAB-4940	ZNF687	1.0	gain	ZNF687 +
JBLAB-4940	POGZ	1.0	gain	POGZ +
JBLAB-4940	RPTN	1.0	gain	RPTN +
JBLAB-4940	LCE5A	1.0	gain	LCE5A +
JBLAB-4940	LCE2D	1.0	gain	LCE2D +
JBLAB-4940	C1orf68	1.0	gain	C1orf68 +
JBLAB-4940	LELP1	1.0	gain	LELP1 +
JBLAB-4940	S100A8	1.0	gain	S100A8 +
JBLAB-4940	RAB13	1.0	gain	RAB13 +
JBLAB-4940	CHRNB2	1.0	gain	CHRNB2 +
JBLAB-4940	PYGO2	1.0	gain	PYGO2 +
JBLAB-4940	EFNA4	1.0	gain	EFNA4 +
JBLAB-4940	MTX1	1.0	gain	MTX1 +
JBLAB-4940	ASH1L	1.0	gain	ASH1L +
JBLAB-4940	RIT1	1.0	gain	RIT1 +
JBLAB-4940	KIAA0907	1.0	gain	KIAA0907 +
JBLAB-4940	MRPL24	1.0	gain	MRPL24 +
JBLAB-4940	ETV3	1.0	gain	ETV3 +
JBLAB-4940	CD5L	1.0	gain	CD5L +
JBLAB-4940	KIRREL	1.0	gain	KIRREL +
JBLAB-4940	CD1D	1.0	gain	CD1D +
JBLAB-4940	CD1A	1.0	gain	CD1A +
JBLAB-4940	SPTA1	1.0	gain	SPTA1 +
JBLAB-4940	KCNJ9	1.0	gain	KCNJ9 +
JBLAB-4940	ATP1A2	1.0	gain	ATP1A2 +
JBLAB-4940	ATP1A4	1.0	gain	ATP1A4 +
JBLAB-4940	VANGL2	1.0	gain	VANGL2 +
JBLAB-4940	CD84	1.0	gain	CD84 +
JBLAB-4940	SLAMF1	1.0	gain	SLAMF1 +
JBLAB-4940	NIT1	1.0	gain	NIT1 +
JBLAB-4940	MPZ	1.0	gain	MPZ +
JBLAB-4940	NUF2	1.0	gain	NUF2 +
JBLAB-4940	RXRG	1.0	gain	RXRG +
JBLAB-4940	BLZF1	1.0	gain	BLZF1 +
JBLAB-4940	SELP	1.0	gain	SELP +
JBLAB-4940	PRRX1	1.0	gain	PRRX1 +
JBLAB-4940	PRRC2C	1.0	gain	PRRC2C +
JBLAB-4940	ZBTB37	1.0	gain	ZBTB37 +
JBLAB-4940	ASTN1	1.0	gain	ASTN1 +
JBLAB-4940	RASAL2	1.0	gain	RASAL2 +
JBLAB-4940	ABL2	1.0	gain	ABL2 +
JBLAB-4940	TOR1AIP1	1.0	gain	TOR1AIP1 +
JBLAB-4940	XPR1	1.0	gain	XPR1 +
JBLAB-4940	MR1	1.0	gain	MR1 +
JBLAB-4940	CACNA1E	1.0	gain	CACNA1E +
JBLAB-4940	RNF2	1.0	gain	RNF2 +
JBLAB-4940	IVNS1ABP	1.0	gain	IVNS1ABP +
JBLAB-4940	HMCN1	1.0	gain	HMCN1 +
JBLAB-4940	CDC73	1.0	gain	CDC73 +
JBLAB-4940	B3GALT2	1.0	gain	B3GALT2 +
JBLAB-4940	KCNT2	1.0	gain	KCNT2 +
JBLAB-4940	CFHR4	1.0	gain	CFHR4 +
JBLAB-4940	C1orf53	1.0	gain	C1orf53 +
JBLAB-4940	IGFN1	1.0	gain	IGFN1 +
JBLAB-4940	ELF3	1.0	gain	ELF3 +
JBLAB-4940	UBE2T	1.0	gain	UBE2T +
JBLAB-4940	PPP1R12B	1.0	gain	PPP1R12B +
JBLAB-4940	PPFIA4	1.0	gain	PPFIA4 +
JBLAB-4940	PLEKHA6	1.0	gain	PLEKHA6 +
JBLAB-4940	NFASC	1.0	gain	NFASC +
JBLAB-4940	NUCKS1	1.0	gain	NUCKS1 +
JBLAB-4940	AVPR1B	1.0	gain	AVPR1B +
JBLAB-4940	CR1	1.0	gain	CR1 +
JBLAB-4940	PLXNA2	1.0	gain	PLXNA2 +
JBLAB-4940	IRF6	1.0	gain	IRF6 +
JBLAB-4940	SLC30A1	1.0	gain	SLC30A1 +
JBLAB-4940	INTS7	1.0	gain	INTS7 +
JBLAB-4940	NENF	1.0	gain	NENF +
JBLAB-4940	BATF3	1.0	gain	BATF3 +
JBLAB-4940	GPATCH2	1.0	gain	GPATCH2 +
JBLAB-4940	SPATA17	1.0	gain	SPATA17 +
JBLAB-4940	CAPN2	1.0	gain	CAPN2 +
JBLAB-4940	ENAH	1.0	gain	ENAH +
JBLAB-4940	TMEM63A	1.0	gain	TMEM63A +
JBLAB-4940	ACBD3	1.0	gain	ACBD3 +
JBLAB-4940	LIN9	1.0	gain	LIN9 +
JBLAB-4940	ZNF678	1.0	gain	ZNF678 +
JBLAB-4940	TRIM67	1.0	gain	TRIM67 +
JBLAB-4940	IRF2BP2	1.0	gain	IRF2BP2 +
JBLAB-4940	ARID4B	1.0	gain	ARID4B +
JBLAB-4940	GNG4	1.0	gain	GNG4 +
JBLAB-4940	GPR137B	1.0	gain	GPR137B +
JBLAB-4940	RYR2	1.0	gain	RYR2 +
JBLAB-4940	RGS7	1.0	gain	RGS7 +
JBLAB-4940	ZBTB18	1.0	gain	ZBTB18 +
JBLAB-4940	SCCPDH	1.0	gain	SCCPDH +
JBLAB-4940	CCDC88A	1.0	gain	CCDC88A +
JBLAB-4940	UGP2	1.0	gain	UGP2 +
JBLAB-4940	SPRED2	1.0	gain	SPRED2 +
JBLAB-4940	PCBP1	1.0	gain	PCBP1 +
JBLAB-4940	TGFA	1.0	gain	TGFA +
JBLAB-4940	WBP1	1.0	gain	WBP1 +
JBLAB-4940	HK2	1.0	gain	HK2 +
JBLAB-4940	TACR1	1.0	gain	TACR1 +
JBLAB-4940	REG1A	1.0	gain	REG1A +
JBLAB-4940	KCMF1	1.0	gain	KCMF1 +
JBLAB-4940	KDM3A	1.0	gain	KDM3A +
JBLAB-4940	RNF103	1.0	gain	RNF103 +
JBLAB-4940	EIF2AK3	1.0	gain	EIF2AK3 +
JBLAB-4940	RPIA	1.0	gain	RPIA +
JBLAB-4940	TMEM131	1.0	gain	TMEM131 +
JBLAB-4940	INPP4A	1.0	gain	INPP4A +
JBLAB-4940	TSGA10	1.0	gain	TSGA10 +
JBLAB-4940	LONRF2	1.0	gain	LONRF2 +
JBLAB-4940	PIK3CB	1.0	gain	PIK3CB +
JBLAB-4940	RASA2	1.0	gain	RASA2 +
JBLAB-4940	TFDP2	1.0	gain	TFDP2 +
JBLAB-4940	ATR	1.0	gain	ATR +
JBLAB-4940	SLC9A9	1.0	gain	SLC9A9 +
JBLAB-4940	CPB1	1.0	gain	CPB1 +
JBLAB-4940	HPS3	1.0	gain	HPS3 +
JBLAB-4940	TSC22D2	1.0	gain	TSC22D2 +
JBLAB-4940	SIAH2	1.0	gain	SIAH2 +
JBLAB-4940	SUCNR1	1.0	gain	SUCNR1 +
JBLAB-4940	MBNL1	1.0	gain	MBNL1 +
JBLAB-4940	DHX36	1.0	gain	DHX36 +
JBLAB-4940	MME	1.0	gain	MME +
JBLAB-4940	RSRC1	1.0	gain	RSRC1 +
JBLAB-4940	MLF1	1.0	gain	MLF1 +
JBLAB-4940	SCHIP1	1.0	gain	SCHIP1 +
JBLAB-4940	SMC4	1.0	gain	SMC4 +
JBLAB-4940	TRIM59	1.0	gain	TRIM59 +
JBLAB-4940	KPNA4	1.0	gain	KPNA4 +
JBLAB-4940	B3GALNT1	1.0	gain	B3GALNT1 +
JBLAB-4940	NMD3	1.0	gain	NMD3 +
JBLAB-4940	GOLIM4	1.0	gain	GOLIM4 +
JBLAB-4940	MECOM	1.0	gain	MECOM +
JBLAB-4940	PHC3	1.0	gain	PHC3 +
JBLAB-4940	PRKCI	1.0	gain	PRKCI +
JBLAB-4940	EIF5A2	1.0	gain	EIF5A2 +
JBLAB-4940	TNIK	1.0	gain	TNIK +
JBLAB-4940	NAALADL2	1.0	gain	NAALADL2 +
JBLAB-4940	TBL1XR1	1.0	gain	TBL1XR1 +
JBLAB-4940	KCNMB2	1.0	gain	KCNMB2 +
JBLAB-4940	PIK3CA	1.0	gain	PIK3CA +
JBLAB-4940	GNB4	1.0	gain	GNB4 +
JBLAB-4940	CCDC39	1.0	gain	CCDC39 +
JBLAB-4940	FXR1	1.0	gain	FXR1 +
JBLAB-4940	B3GNT5	1.0	gain	B3GNT5 +
JBLAB-4940	CHRD	1.0	gain	CHRD +
JBLAB-4940	MAP3K13	1.0	gain	MAP3K13 +
JBLAB-4940	TRA2B	1.0	gain	TRA2B +
JBLAB-4940	RTP1	1.0	gain	RTP1 +
JBLAB-4940	OSTN	1.0	gain	OSTN +
JBLAB-4940	MB21D2	1.0	gain	MB21D2 +
JBLAB-4940	HRASLS	1.0	gain	HRASLS +
JBLAB-4940	MUC20	1.0	gain	MUC20 +
JBLAB-4940	EPHA5	1.0	gain	EPHA5 +
JBLAB-4940	BMP5	1.0	gain	BMP5 +
JBLAB-4940	COL21A1	1.0	gain	COL21A1 +
JBLAB-4940	DST	1.0	gain	DST +
JBLAB-4940	ZNF451	1.0	gain	ZNF451 +
JBLAB-4940	COL9A1	1.0	gain	COL9A1 +
JBLAB-4940	FAM135A	1.0	gain	FAM135A +
JBLAB-4940	SMAP1	1.0	gain	SMAP1 +
JBLAB-4940	RIMS1	1.0	gain	RIMS1 +
JBLAB-4940	KCNQ5	1.0	gain	KCNQ5 +
JBLAB-4940	OOEP	1.0	gain	OOEP +
JBLAB-4940	MTO1	1.0	gain	MTO1 +
JBLAB-4940	EEF1A1	1.0	gain	EEF1A1 +
JBLAB-4940	COL12A1	1.0	gain	COL12A1 +
JBLAB-4940	TMEM30A	1.0	gain	TMEM30A +
JBLAB-4940	SENP6	1.0	gain	SENP6 +
JBLAB-4940	MYO6	1.0	gain	MYO6 +
JBLAB-4940	PHIP	1.0	gain	PHIP +
JBLAB-4940	SH3BGRL2	1.0	gain	SH3BGRL2 +
JBLAB-4940	TTK	1.0	gain	TTK +
JBLAB-4940	DOPEY1	1.0	gain	DOPEY1 +
JBLAB-4940	PRSS35	1.0	gain	PRSS35 +
JBLAB-4940	SNAP91	1.0	gain	SNAP91 +
JBLAB-4940	TBX18	1.0	gain	TBX18 +
JBLAB-4940	HTR1E	1.0	gain	HTR1E +
JBLAB-4940	ZNF292	1.0	gain	ZNF292 +
JBLAB-4940	GABRR2	1.0	gain	GABRR2 +
JBLAB-4940	EPHA7	1.0	gain	EPHA7 +
JBLAB-4940	MANEA	1.0	gain	MANEA +
JBLAB-4940	PNISR	1.0	gain	PNISR +
JBLAB-4940	ASCC3	1.0	gain	ASCC3 +
JBLAB-4940	LIN28B	1.0	gain	LIN28B +
JBLAB-4940	ATG5	1.0	gain	ATG5 +
JBLAB-4940	RTN4IP1	1.0	gain	RTN4IP1 +
JBLAB-4940	C6orf203	1.0	gain	C6orf203 +
JBLAB-4940	SEC63	1.0	gain	SEC63 +
JBLAB-4940	MICAL1	1.0	gain	MICAL1 +
JBLAB-4940	ZBTB24	1.0	gain	ZBTB24 +
JBLAB-4940	DDO	1.0	gain	DDO +
JBLAB-4940	GTF3C6	1.0	gain	GTF3C6 +
JBLAB-4940	SLC16A10	1.0	gain	SLC16A10 +
JBLAB-4940	HDAC2	1.0	gain	HDAC2 +
JBLAB-4940	HS3ST5	1.0	gain	HS3ST5 +
JBLAB-4940	SLC35F1	1.0	gain	SLC35F1 +
JBLAB-4940	PLN	1.0	gain	PLN +
JBLAB-4940	FAM184A	1.0	gain	FAM184A +
JBLAB-4940	GJA1	1.0	gain	GJA1 +
JBLAB-4940	TRDN	1.0	gain	TRDN +
JBLAB-4940	RNF217	1.0	gain	RNF217 +
JBLAB-4940	PTPRK	1.0	gain	PTPRK +
JBLAB-4940	LAMA2	1.0	gain	LAMA2 +
JBLAB-4940	MED23	1.0	gain	MED23 +
JBLAB-4940	STX7	1.0	gain	STX7 +
JBLAB-4940	EYA4	1.0	gain	EYA4 +
JBLAB-4940	ALDH8A1	1.0	gain	ALDH8A1 +
JBLAB-4940	HBS1L	1.0	gain	HBS1L +
JBLAB-4940	MYB	1.0	gain	MYB +
JBLAB-4940	PDE7B	1.0	gain	PDE7B +
JBLAB-4940	BCLAF1	1.0	gain	BCLAF1 +
JBLAB-4940	IFNGR1	1.0	gain	IFNGR1 +
JBLAB-4940	HECA	1.0	gain	HECA +
JBLAB-4940	SHPRH	1.0	gain	SHPRH +
JBLAB-4940	GRM1	1.0	gain	GRM1 +
JBLAB-4940	STXBP5	1.0	gain	STXBP5 +
JBLAB-4940	OPRM1	1.0	gain	OPRM1 +
JBLAB-4940	SCAF8	1.0	gain	SCAF8 +
JBLAB-4940	ARID1B	1.0	gain	ARID1B +
JBLAB-4940	LPA	1.0	gain	LPA +
JBLAB-4940	MAP3K4	1.0	gain	MAP3K4 +
JBLAB-4940	LETM2	1.0	gain	LETM2 +
JBLAB-4940	KAT6A	1.0	gain	KAT6A +
JBLAB-4940	HOOK3	1.0	gain	HOOK3 +
JBLAB-4940	SNTG1	1.0	gain	SNTG1 +
JBLAB-4940	PCMTD1	1.0	gain	PCMTD1 +
JBLAB-4940	SOX17	1.0	gain	SOX17 +
JBLAB-4940	UBXN2B	1.0	gain	UBXN2B +
JBLAB-4940	TOX	1.0	gain	TOX +
JBLAB-4940	MYBL1	1.0	gain	MYBL1 +
JBLAB-4940	CPA6	1.0	gain	CPA6 +
JBLAB-4940	PREX2	1.0	gain	PREX2 +
JBLAB-4940	C8orf34	1.0	gain	C8orf34 +
JBLAB-4940	NCOA2	1.0	gain	NCOA2 +
JBLAB-4940	STAU2	1.0	gain	STAU2 +
JBLAB-4940	TMEM70	1.0	gain	TMEM70 +
JBLAB-4940	LY96	1.0	gain	LY96 +
JBLAB-4940	CRISPLD1	1.0	gain	CRISPLD1 +
JBLAB-4940	ZFHX4	1.0	gain	ZFHX4 +
JBLAB-4940	PEX2	1.0	gain	PEX2 +
JBLAB-4940	RALYL	1.0	gain	RALYL +
JBLAB-4940	E2F5	1.0	gain	E2F5 +
JBLAB-4940	SLC7A13	1.0	gain	SLC7A13 +
JBLAB-4940	WWP1	1.0	gain	WWP1 +
JBLAB-4940	CNBD1	1.0	gain	CNBD1 +
JBLAB-4940	NECAB1	1.0	gain	NECAB1 +
JBLAB-4940	TMEM55A	1.0	gain	TMEM55A +
JBLAB-4940	SLC26A7	1.0	gain	SLC26A7 +
JBLAB-4940	RUNX1T1	1.0	gain	RUNX1T1 +
JBLAB-4940	ESRP1	1.0	gain	ESRP1 +
JBLAB-4940	DPY19L4	1.0	gain	DPY19L4 +
JBLAB-4940	INTS8	1.0	gain	INTS8 +
JBLAB-4940	C8orf37	1.0	gain	C8orf37 +
JBLAB-4940	KCNS2	1.0	gain	KCNS2 +
JBLAB-4940	RGS22	1.0	gain	RGS22 +
JBLAB-4940	ANKRD46	1.0	gain	ANKRD46 +
JBLAB-4940	UBR5	1.0	gain	UBR5 +
JBLAB-4940	ODF1	1.0	gain	ODF1 +
JBLAB-4940	FZD6	1.0	gain	FZD6 +
JBLAB-4940	RIMS2	1.0	gain	RIMS2 +
JBLAB-4940	DPYS	1.0	gain	DPYS +
JBLAB-4940	LRP12	1.0	gain	LRP12 +
JBLAB-4940	OXR1	1.0	gain	OXR1 +
JBLAB-4940	RSPO2	1.0	gain	RSPO2 +
JBLAB-4940	KCNV1	1.0	gain	KCNV1 +
JBLAB-4940	CSMD3	1.0	gain	CSMD3 +
JBLAB-4940	TRPS1	1.0	gain	TRPS1 +
JBLAB-4940	RAD21	1.0	gain	RAD21 +
JBLAB-4940	COL14A1	1.0	gain	COL14A1 +
JBLAB-4940	HAS2	1.0	gain	HAS2 +
JBLAB-4940	ATAD2	1.0	gain	ATAD2 +
JBLAB-4940	MYC	1.0	gain	MYC +
JBLAB-4940	ASAP1	1.0	gain	ASAP1 +
JBLAB-4940	PHF20L1	1.0	gain	PHF20L1 +
JBLAB-4940	COL22A1	1.0	gain	COL22A1 +
JBLAB-4940	DENND3	1.0	gain	DENND3 +
JBLAB-4940	PSCA	1.0	gain	PSCA +
JBLAB-4940	LY6D	1.0	gain	LY6D +
JBLAB-4940	HAUS6	1.0	gain	HAUS6 +
JBLAB-4940	DENND4C	1.0	gain	DENND4C +
JBLAB-4940	IFNA10	1.0	gain	IFNA10 +
JBLAB-4940	CDKN2A	1.0	gain	CDKN2A +
JBLAB-4940	TEK	1.0	gain	TEK +
JBLAB-4940	LINGO2	1.0	gain	LINGO2 +
JBLAB-4940	TAF1L	1.0	gain	TAF1L +
JBLAB-4940	DNAJB5	1.0	gain	DNAJB5 +
JBLAB-4940	STOML2	1.0	gain	STOML2 +
JBLAB-4940	RECK	1.0	gain	RECK +
JBLAB-4940	SLC25A51	1.0	gain	SLC25A51 +
JBLAB-4940	SHB	1.0	gain	SHB +
JBLAB-4940	ZNF658	1.0	gain	ZNF658 +
JBLAB-4940	PGM5	1.0	gain	PGM5 +
JBLAB-4940	TJP2	1.0	gain	TJP2 +
JBLAB-4940	VPS13A	1.0	gain	VPS13A +
JBLAB-4940	NTRK2	1.0	gain	NTRK2 +
JBLAB-4940	DIRAS2	1.0	gain	DIRAS2 +
JBLAB-4940	PTPDC1	1.0	gain	PTPDC1 +
JBLAB-4940	NUTM2F	1.0	gain	NUTM2F +
JBLAB-4940	PTCH1	1.0	gain	PTCH1 +
JBLAB-4940	ZNF367	1.0	gain	ZNF367 +
JBLAB-4940	ALDOB	1.0	gain	ALDOB +
JBLAB-4940	KLF4	1.0	gain	KLF4 +
JBLAB-4940	PTPN3	1.0	gain	PTPN3 +
JBLAB-4940	PALM2	1.0	gain	PALM2 +
JBLAB-4940	LPAR1	1.0	gain	LPAR1 +
JBLAB-4940	OR2K2	1.0	gain	OR2K2 +
JBLAB-4940	NDUFA8	1.0	gain	NDUFA8 +
JBLAB-4940	RC3H2	1.0	gain	RC3H2 +
JBLAB-4940	NR6A1	1.0	gain	NR6A1 +
JBLAB-4940	PPP6C	1.0	gain	PPP6C +
JBLAB-4940	GAPVD1	1.0	gain	GAPVD1 +
JBLAB-4940	STXBP1	1.0	gain	STXBP1 +
JBLAB-4940	LCN2	1.0	gain	LCN2 +
JBLAB-4940	CIZ1	1.0	gain	CIZ1 +
JBLAB-4940	SPTAN1	1.0	gain	SPTAN1 +
JBLAB-4940	SH3GLB2	1.0	gain	SH3GLB2 +
JBLAB-4940	TOR1A	1.0	gain	TOR1A +
JBLAB-4940	GPR107	1.0	gain	GPR107 +
JBLAB-4940	FUBP3	1.0	gain	FUBP3 +
JBLAB-4940	AK8	1.0	gain	AK8 +
JBLAB-4940	GFI1B	1.0	gain	GFI1B +
JBLAB-4940	CEL	1.0	gain	CEL +
JBLAB-4940	COL5A1	1.0	gain	COL5A1 +
JBLAB-4940	NOTCH1	1.0	gain	NOTCH1 +
JBLAB-4940	RABL6	1.0	gain	RABL6 +
JBLAB-4940	IFITM1	1.0	gain	IFITM1 +
JBLAB-4940	HRAS	1.0	gain	HRAS +
JBLAB-4940	RASSF7	1.0	gain	RASSF7 +
JBLAB-4940	KRTAP5-5	1.0	gain	KRTAP5-5 +
JBLAB-4940	HEPACAM	1.0	gain	HEPACAM +
JBLAB-4940	CCDC15	1.0	gain	CCDC15 +
JBLAB-4940	ITPR2	1.0	gain	ITPR2 +
JBLAB-4940	CAPRIN2	1.0	gain	CAPRIN2 +
JBLAB-4940	DNM1L	1.0	gain	DNM1L +
JBLAB-4940	ADAMTS20	1.0	gain	ADAMTS20 +
JBLAB-4940	TMEM117	1.0	gain	TMEM117 +
JBLAB-4940	NELL2	1.0	gain	NELL2 +
JBLAB-4940	ARID2	1.0	gain	ARID2 +
JBLAB-4940	SCAF11	1.0	gain	SCAF11 +
JBLAB-4940	WNT1	1.0	gain	WNT1 +
JBLAB-4940	KMT2D	1.0	gain	KMT2D +
JBLAB-4940	TUBA1B	1.0	gain	TUBA1B +
JBLAB-4940	SPATS2	1.0	gain	SPATS2 +
JBLAB-4940	MCRS1	1.0	gain	MCRS1 +
JBLAB-4940	FMNL3	1.0	gain	FMNL3 +
JBLAB-4940	AQP2	1.0	gain	AQP2 +
JBLAB-4940	BIN2	1.0	gain	BIN2 +
JBLAB-4940	ACVR1B	1.0	gain	ACVR1B +
JBLAB-4940	KRT84	1.0	gain	KRT84 +
JBLAB-4940	C12orf10	1.0	gain	C12orf10 +
JBLAB-4940	PCBP2	1.0	gain	PCBP2 +
JBLAB-4940	NFE2	1.0	gain	NFE2 +
JBLAB-4940	PDE1B	1.0	gain	PDE1B +
JBLAB-4940	GDF11	1.0	gain	GDF11 +
JBLAB-4940	ERBB3	1.0	gain	ERBB3 +
JBLAB-4940	ATP5B	1.0	gain	ATP5B +
JBLAB-4940	PRIM1	1.0	gain	PRIM1 +
JBLAB-4940	MBD6	1.0	gain	MBD6 +
JBLAB-4940	KIF5A	1.0	gain	KIF5A +
JBLAB-4940	ARHGEF25	1.0	gain	ARHGEF25 +
JBLAB-4940	METTL1	1.0	gain	METTL1 +
JBLAB-4940	LRIG3	1.0	gain	LRIG3 +
JBLAB-4940	USP15	1.0	gain	USP15 +
JBLAB-4940	XPOT	1.0	gain	XPOT +
JBLAB-4940	DYRK2	1.0	gain	DYRK2 +
JBLAB-4940	RAP1B	1.0	gain	RAP1B +
JBLAB-4940	CPSF6	1.0	gain	CPSF6 +
JBLAB-4940	YEATS4	1.0	gain	YEATS4 +
JBLAB-4940	CCT2	1.0	gain	CCT2 +
JBLAB-4940	RAB3IP	1.0	gain	RAB3IP +
JBLAB-4940	KCNMB4	1.0	gain	KCNMB4 +
JBLAB-4940	NAV3	1.0	gain	NAV3 +
JBLAB-4940	PAWR	1.0	gain	PAWR +
JBLAB-4940	MYF6	1.0	gain	MYF6 +
JBLAB-4940	MYF5	1.0	gain	MYF5 +
JBLAB-4940	ACSS3	1.0	gain	ACSS3 +
JBLAB-4940	PPFIA2	1.0	gain	PPFIA2 +
JBLAB-4940	TMTC2	1.0	gain	TMTC2 +
JBLAB-4940	MGAT4C	1.0	gain	MGAT4C +
JBLAB-4940	CEP290	1.0	gain	CEP290 +
JBLAB-4940	TMTC3	1.0	gain	TMTC3 +
JBLAB-4940	LUM	1.0	gain	LUM +
JBLAB-4940	DCN	1.0	gain	DCN +
JBLAB-4940	SOCS2	1.0	gain	SOCS2 +
JBLAB-4940	FGD6	1.0	gain	FGD6 +
JBLAB-4940	NTN4	1.0	gain	NTN4 +
JBLAB-4940	CCDC38	1.0	gain	CCDC38 +
JBLAB-4940	CDK17	1.0	gain	CDK17 +
JBLAB-4940	TMPO	1.0	gain	TMPO +
JBLAB-4940	UHRF1BP1L	1.0	gain	UHRF1BP1L +
JBLAB-4940	ACTR6	1.0	gain	ACTR6 +
